data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-02-26;documento;decisao;Inq 5026;7473347;ciência à Procuradoria-Geral da República e publicidade da decisão → determinou que, cumpridas as determinações, seja dada ciência à Procuradoria-Geral da República e publicidade à decisão;;;determinado_de_oficio;104;6;;caso
2026-02-26;portal;andamento;Inq 5026;7473347;Despacho;;;;;;;caso
2026-02-26;portal;andamento;Inq 5026;7473347;Despacho;;;;;;;caso
2026-02-26;portal;andamento;Inq 5026;7473347;"Deferido — ""(...) 9. Ante o exposto, estando patente a objeção da defesa dos requerentes José Eugênio Dias Toffoli e José Carlos Dias Toffoli, defiro o pleito formulado na Petição nº 20501/2026 (e-Doc. 355), para afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo dos requerentes a decisão de comparecer, ou não, à “CPI do Crime Organizado”. (...).""";;;;;;;caso
2026-02-26;portal;andamento;Rcl 88121;7450195;Redistribuído — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Inq 5026;;;;;;;caso
2026-02-26;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-02-27;documento;assercao;Pet 15556;7514886;Os autos da Pet 15556 foram autuados em 27/02/2026 às 16:32:19, com assunto Direito Processual Penal, Prisão Preventiva.;fato_processual;;;57;1;Data de autuação: 27/02/2026 às 16:32:19 Outros Dados: Folhas: Não informado. Volumes: Não informado. Apensos: Não informado. Assunto: DIREITO PROCESSUAL PENAL | Prisão Preventiva;caso
2026-02-27;documento;assercao;Inq 5026;7473347;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 27/02/2026.";fato_processual;;;91;1;Vista à PGR para fins de intimação - 27/02/2026;caso
2026-02-27;documento;assercao;Inq 5026;7473347;"Consta o andamento ""Vista à PGR para fins de intimação"", registrado em 27/02/2026.";fato_processual;;;92;1;Vista à PGR para fins de intimação - 27/02/2026;caso
2026-02-27;documento;assercao;Pet 15198;7473336;Houve vista à PGR para fins de intimação em 27/02/2026.;fato_processual;;;167;1;Vista à PGR para fins de intimação - 27/02/2026;caso
2026-02-27;documento;assercao;Pet 15198;7473336;A decisão foi proferida em Brasília, em 27 de fevereiro de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;169;7;Brasília, 27 de fevereiro de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-02-27;documento;decisao;Pet 15198;7473336;autorização e salvo-conduto para que Fabiano Campos Zettel não compareça aos atos convocatórios da CPI do Crime Organizado (Requerimentos n. 167/2026 e 187/2026), afastando-se a compulsoriedade de comparecimento → deferiu o pleito para afastar a obrigatoriedade de comparecimento à CPI do Crime Organizado, transmudando-a em facultatividade, servindo a decisão como salvo-conduto;;;deferido;169;7;;caso
2026-02-27;portal;andamento;Pet 15556;7514886;Despacho — Em 27/02/2026;;;;;;;caso
2026-02-27;portal;andamento;Pet 15556;7514886;Distribuído por prevenção — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Inq 5026. Processos relacionados: Inq 5035, Pet 15198, Pet 15499, Pet 15504;;;;;;;caso
2026-02-27;portal;andamento;Pet 15556;7514886;Autuado;;;;;;;caso
2026-02-27;portal;andamento;Inq 5026;7473347;Despacho — 26/02/2026;;;;;;;caso
2026-02-27;portal;andamento;Inq 5026;7473347;Deferido;;;;;;;caso
2026-02-27;portal;andamento;Inq 5026;7473347;Deferido;;;;;;;caso
2026-02-27;portal;andamento;Pet 15198;7473336;Deferido;;;;;;;caso
2026-02-27;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-03-02;documento;assercao;Pet 15556;7514886;O prazo para manifestação do MPF escoou in albis em 02/03/2026, às 20h27, conforme certidão do e.Doc. 15.;fato_processual;;;55;2;o prazo escoou in albis no dia de ontem, 02/03/2026, às 20h27, conforme certidão contida no e.Doc. 15;caso
2026-03-02;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 02/03/2026.;fato_processual;;;88;1;Vista à PGR para fins de intimação - 02/03/2026;caso
2026-03-02;documento;assercao;Inq 5026;7473347;A Secretaria Judiciária do Supremo Tribunal Federal intima o Procurador-Geral da República do inteiro teor da decisão monocrática constante dos autos (ID da peça 83557da8), publicada no DJe de 02/03/2026.;fato_processual;;;92;1;De ordem, a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: 83557da8), publicado no DJe de 02/03/2026;caso
2026-03-02;documento;assercao;Inq 5026;7473347;A decisão foi assinada em Brasília, em 2 de março de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;95;17;Brasília, 2 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-02;documento;assercao;Pet 15198;7473336;Em 02/03/2026, nos autos do HC nº 269.005/DF, o Ministro Flávio Dino proferiu decisão deferindo parcialmente a liminar para assegurar ao paciente o direito ao silêncio quanto a perguntas potencialmente incriminatórias, a dispensa de compromisso de dizer a verdade, a assistência plena por advogado e a vedação de constrangimentos físicos ou morais.;fato_processual;;;166;4;no dia 02/03/2026, nos autos do HC nº 269.005/DF, Sua Excelência proferiu decisão deferindo parcialmente a liminar para assegurar ao paciente o direito ao silêncio quanto a perguntas potencialmente incriminatórias, a dispensa de compromisso de dizer a verdade, a assistência plena por advogado;caso
2026-03-02;documento;assercao;Pet 15198;7473336;A Secretaria Judiciária do Supremo Tribunal Federal intima o Procurador-Geral da República do inteiro teor da decisão monocrática constante dos autos (peça ID: 3f478e99), publicada no DJe de 02/03/2026.;fato_processual;;;167;1;"De ordem, a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: 3f478e99), publicado no DJe de
02/03/2026";caso
2026-03-02;documento;assercao;Pet 15198;7473336;A intimação é recebida automaticamente pelo sistema, em 02/03/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;168;1;A intimação foi recebida automaticamente pelo sistema, em 02/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-02;documento;assercao;Pet 15556;7514886;O prazo de vista ao MPF escoou in albis em 02/03/2026, às 20h27, conforme certidão contida no e-Doc. 15.;fato_processual;;;225;3;o prazo escoou in albis em 02/03/2026, às 20h27, conforme certidão contida no e-Doc. 15;caso
2026-03-02;documento;decisao;Inq 5026;7473347;garantia do direito de não comparecer à sessão da CPI do Crime Organizado designada para sua oitiva (Petição nº 22049/2026) → acolheu parcialmente o pedido, para convolar o requerimento de convocação em convite;;;parcialmente_deferido;95;17;;caso
2026-03-02;documento;decisao;Inq 5026;7473347;subsidiariamente, convolação do requerimento de convocação em convite, nos termos realizados em relação ao atual presidente do Banco Central do Brasil → acolheu o pedido subsidiário para convolar o requerimento de convocação em convite, nos exatos termos realizados em relação ao atual presidente do Banco Central do Brasil;;;deferido;95;16;;caso
2026-03-02;documento;decisao;Inq 5026;7473347;garantia expressa de direitos ao requerente caso venha a comparecer à audiência designada, na qualidade de convidado ou convocado → acolheu o pedido para garantir ao requerente, caso compareça na qualidade de convidado, o direito ao silêncio quanto a perguntas com risco de autoincriminação, a assistência de advogado e a vedação de medida coercitiva ou constrangimento;;;deferido;95;17;;caso
2026-03-02;documento;decisao;Inq 5026;7473347;comunicação da decisão à Presidência da CPI do Crime Organizado e às defesas constituídas → determinou a comunicação, com urgência e remessa de cópia integral da decisão, à Presidência da CPI do Crime Organizado e às defesas constituídas;;;determinado_de_oficio;95;17;;caso
2026-03-02;portal;andamento;Inq 5026;7473347;Deferido em parte;;;;;;;caso
2026-03-02;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-03-02;portal;andamento;Rcl 88121;7450195;Retorno ao trâmite;;;;;;;caso
2026-03-03;documento;assercao;Pet 15556;7514886;A decisão é datada de Brasília, 3 de março de 2026.;fato_processual;;;55;47;Brasília, 3 de março de 2026.;caso
2026-03-03;documento;assercao;Inq 5026;7473347;A decisão foi proferida em Brasília, em 3 de março de 2026, pelo Ministro André Mendonça, com determinação de publicação.;fato_processual;;;94;7;Publique-se. Brasília, 3 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-03;documento;assercao;Pet 15198;7473336;João Carlos Falbo Mansur requereu, em caráter de urgência, que fosse assegurada a faculdade de seu comparecimento à sessão da CPI do Crime Organizado designada para 03/03/2026.;alegacao_parte;João Carlos Falbo Mansur;;166;4;João Carlos Falbo Mansur requereu, em caráter de urgência, fosse assegurada a faculdade de seu comparecimento à sessão da CPI do Crime Organizado designada para 03/03/2026.;caso
2026-03-03;documento;decisao;Pet 15556;7514886;dilação do prazo para que as providências aguardem a manifestação da Procuradoria-Geral da República sobre os pedidos cautelares → indeferiu o pedido de dilação formulado pela Procuradoria-Geral da República;;;indeferido;55;3;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;prisão preventiva de Daniel Bueno Vorcaro → decretou a prisão preventiva de Daniel Bueno Vorcaro, com fundamento nos artigos 282, 311 e 312 do Código de Processo Penal;;;deferido;55;40;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;prisão preventiva de Fabiano Campos Zettel → decretou a prisão preventiva de Fabiano Campos Zettel, com fundamento nos artigos 282, 311 e 312 do Código de Processo Penal;;;deferido;55;40;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;prisão preventiva de Luiz Phillipi Machado de Moraes Mourão → decretou a prisão preventiva de Luiz Phillipi Machado de Moraes Mourão, com fundamento nos artigos 282, 311 e 312 do Código de Processo Penal;;;deferido;55;40;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;prisão preventiva de Marilson Roseno da Silva → decretou a prisão preventiva de Marilson Roseno da Silva, com fundamento nos artigos 282, 311 e 312 do Código de Processo Penal;;;deferido;55;40;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;medidas cautelares diversas da prisão em relação a Paulo Sérgio Neves de Souza, incluindo suspensão do exercício de função pública → decretou medidas cautelares diversas da prisão em relação a Paulo Sérgio Neves de Souza: proibição de contato com testemunhas e investigados, proibição de acesso às dependências do Banco Central, proibição de ausentar-se do município e do País com entrega do passaporte, suspensão do exercício de função pública e monitoração eletrônica;;;deferido;55;40;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;medidas cautelares diversas da prisão em relação a Belline Santana, incluindo suspensão do exercício de função pública → decretou medidas cautelares diversas da prisão em relação a Belline Santana: proibição de contato com testemunhas e investigados, proibição de acesso às dependências do Banco Central, proibição de ausentar-se do município e do País com entrega do passaporte, suspensão do exercício de função pública e monitoração eletrônica;;;deferido;55;41;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;medidas cautelares diversas da prisão em relação a Leonardo Augusto Furtado Palhares → decretou medidas cautelares diversas da prisão em relação a Leonardo Augusto Furtado Palhares: proibição de contato com testemunhas e investigados, proibição de ausentar-se do município e do País com entrega do passaporte e monitoração eletrônica;;;deferido;55;41;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;medidas cautelares diversas da prisão em relação a Ana Claudia Queiroz de Paiva → decretou medidas cautelares diversas da prisão em relação a Ana Claudia Queiroz de Paiva: proibição de contato com testemunhas e investigados, proibição de ausentar-se do município e do País com entrega do passaporte e monitoração eletrônica;;;deferido;55;41;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;suspensão das atividades de Varajo Consultoria Empresarial Sociedade Unipessoal Ltda → deferiu a suspensão, por tempo indeterminado, das atividades de Varajo Consultoria Empresarial Sociedade Unipessoal Ltda, com alicerce no art. 319, VI, do CPP;;;deferido;55;42;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;suspensão das atividades de Moriah Asset Empreendimentos e Participações Ltda → deferiu a suspensão, por tempo indeterminado, das atividades de Moriah Asset Empreendimentos e Participações Ltda, com alicerce no art. 319, VI, do CPP;;;deferido;55;42;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;suspensão das atividades de Super Empreendimentos e Participações S.A. → deferiu a suspensão, por tempo indeterminado, das atividades de Super Empreendimentos e Participações S.A., com alicerce no art. 319, VI, do CPP;;;deferido;55;42;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;suspensão das atividades de King Participações Imobiliárias Ltda → deferiu a suspensão, por tempo indeterminado, das atividades de King Participações Imobiliárias Ltda, com alicerce no art. 319, VI, do CPP;;;deferido;55;42;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;suspensão das atividades de King Motors Locação de Veículos e Participações Ltda → deferiu a suspensão, por tempo indeterminado, das atividades de King Motors Locação de Veículos e Participações Ltda, com alicerce no art. 319, VI, do CPP;;;deferido;55;42;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;expedição de ofício à Polícia Penal e/ou Tribunal competentes pela monitoração eletrônica dos quatro investigados submetidos à medida → determinou a expedição urgente de ofício à Polícia Penal e/ou Tribunal competentes pela monitoração eletrônica, com cópia da decisão, que terá força de Mandado de Monitoração Eletrônica;;;determinado_de_oficio;55;44;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;expedição dos mandados de prisão e de ofícios às Juntas Comerciais, à Receita Federal do Brasil e ao Banco Central do Brasil, com encaminhamento à CINQ/CGRC/DICOR/PF → determinou a expedição urgente dos mandados, de ofícios às Juntas Comerciais e à Receita Federal do Brasil sobre a suspensão das atividades das cinco entidades, e de ofício ao Banco Central do Brasil com cópia da decisão;;;determinado_de_oficio;55;46;;caso
2026-03-03;documento;decisao;Pet 15556;7514886;compartilhamento com o Banco Central do Brasil dos elementos informativos levantados nos autos em desfavor de Paulo Sérgio Neves de Souza e de Belline Santana, para apuração disciplinar → autorizou, após a certificação do cumprimento das medidas deferidas, o compartilhamento com o BACEN dos elementos informativos relativos a Paulo Sérgio Neves de Souza e Belline Santana para apuração disciplinar;;;determinado_de_oficio;55;46;;caso
